,0
6468,GP5
6469,HIST1H1D
6470,PRDM9
6471,FGD2
6472,HIST1H1C
6473,CACNG7
6474,AGPAT5
6475,HAT1
6476,STK4
6477,WLS
6478,SYDE1
6479,STRIP1
6480,DUOXA2
6481,ARHGAP26
6482,DEPDC1B
6483,CYP2A13
6484,BTG2
6485,DCTD
6486,CYP26C1
6487,PLEKHG5
6488,DHRS9
6489,ZNF772
6490,ALG10B
6491,ZNRF3
6492,CDH9
6493,TIAL1
6494,NMI
6495,COA4
6496,CGN
6497,ARHGEF35
6498,PEX6
6499,MDH1
6500,USP47
6501,COQ4
6502,UBQLN1
6503,HGD
6504,ARHGAP40
6505,SCN2A
6506,IL18
6507,CBR1
6508,TRIB3
6509,SCNN1G
6510,INPP5F
6511,RAB11FIP3
6512,RDH10
6513,RPS6KA2
6514,TLL2
6515,IL12RB2
6516,CHN2
6517,PDCD1LG2
6518,ENSG00000279483
6519,MBD5
6520,BBS9
6521,LCT
6522,MTX2
6523,AOC2
6524,PLEKHG2
6525,USP30
6526,KDM1B
6527,SCNN1B
6528,AFG3L2
6529,CDKN2D
6530,ERLIN1
6531,SFTPC
6532,FGD3
6533,FAM13B
6534,AWAT2
6535,PERP
6536,NCF1
6537,VPS45
6538,LAT2
6539,PTDSS2
6540,MBD6
6541,B3GNT1
6542,MTX1
6543,FOXK2
6544,CFLAR
6545,AMBRA1
6546,GNPDA1
6547,BIN2
6548,USP17L17
6549,OBSCN
6550,KCNQ3
6551,ARHGAP31
6552,PPARD
6553,GNPDA2
6554,NSDHL
6555,PEX11A
6556,SNX4
6557,ARHGEF19
6558,CTNNA2
6559,CYP11A1
6560,TDRKH
6561,ARHGEF17
6562,USP9X
6563,MCM9
6564,ARHGEF15
6565,SI
6566,ARHGAP28
6567,PDCD1
6568,FUT6
6569,NAA38
6570,CD99
6571,CMC4
6572,ARHGAP44
6573,MADD
6574,PLD4
6575,TEC
6576,CHCHD2
6577,RBP5
6578,ARHGAP17
6579,LIPC
6580,ADA
6581,CCBL1
6582,PKD1
6583,ARHGAP27
6584,ROBO2
6585,MAP4K1
6586,ARHGAP36
6587,CD2AP
6588,MMS19
6589,MOV10L1
6590,PTDSS1
6591,SEH1L
6592,COX4I2
6593,PMM2
6594,GCNT2
6595,ARHGAP18
6596,ALDH1L1
6597,ZNF773
6598,PIK3C2B
6599,NPTN
6600,RPIA
6601,FAM13A
6602,ARHGAP23
6603,TACC3
6604,NAA30
6605,GABRB3
6606,BBS2
6607,TAP2
6608,RABGEF1
6609,ACVR1C
6610,ISCU
6611,ENSG00000255819
6612,RYBP
6613,SMPD2
6614,SULT2A1
6615,ALKBH1
6616,DPYSL2
6617,ARHGAP42
6618,BBIP1
6619,ENAH
6620,GATA2
6621,ARHGAP33
6622,BMP1
6623,RENBP
6624,TRAPPC12
6625,PRLR
6626,MAPT
6627,CSNK1G2
6628,SYVN1
6629,PREX1
6630,PTPN12
6631,WDR42A
6632,ALG11
6633,RPS6KA4
6634,CFL1
6635,CALM2
6636,OPHN1
6637,DPF3
6638,LRP12
6639,TRPC4AP
6640,ALKBH5
6641,CDC37L1
6642,MSRA
6643,SLC17A7
6644,ALDH18A1
6645,PRR5
6646,PDCD10
6647,SURF6
6648,MCU
6649,ELF3
6650,PTCH1
6651,RORA
6652,CTSL
6653,CHCHD5
6654,ARHGAP19
6655,MUSK
6656,MAEL
6657,GABRG2
6658,ARHGEF4
6659,PELO
6660,PFN2
6661,CKS2
6662,SCNN1A
6663,EIF4E2
6664,PEX3
6665,GFER
6666,PDSS2
6667,TMED5
6668,DICER1
6669,ARHGAP24
6670,INHBA
6671,ATP1B4
6672,MCF2
6673,ACVRL1
6674,PLP1
6675,MPST
6676,KHDRBS1
6677,COX8A
6678,STARD8
6679,GP9
6680,GLS
6681,CAPN2
6682,AMFR
6683,SYDE2
6684,PPAP2A
6685,RDH16
6686,FGD4
6687,KCNJ2
6688,ZNF473
6689,ARHGEF40
6690,MCL1
6691,FBLN5
6692,LRIG1
6693,SCNN1D
6694,TDRD9
6695,ARHGEF10L
6696,ARL3
6697,FZD9
6698,DHRS3
6699,ARHGAP15
6700,VPS35
6701,SHC2
6702,KYNU
6703,TECR
6704,ARHGEF26
6705,MST4
6706,AMDHD2
6707,PHYH
6708,GALE
6709,DCAF15
6710,TLL1
6711,ARHGEF33
6712,SFTPB
6713,PRPS1L1
6714,NAA11
6715,STX1B
6716,PMM1
6717,SCN10A
6718,ABCC1
6719,DMTN
6720,FYB
6721,STRN3
6722,ARHGAP25
6723,YAF2
6724,SESN2
6725,SKIV2L
6726,HCST
6727,BHLHE40
6728,SLIT1
6729,BHMT
6730,ITGA7
6731,ST8SIA1
6732,SCOC
6733,NAA50
6734,MKKS
6735,MVD
6736,CMC2
6737,HMGA2
6738,LDHB
6739,ARHGAP20
6740,FARSB
6741,PTS
6742,PPAPDC1B
6743,QDPR
6744,AGPS
6745,GABRQ
6746,LPPR4
6747,UGP2
6748,ARHGEF37
6749,FBXO18
6750,SSX2B
6751,PEX26
6752,CDKN2C
6753,EPB41
6754,AGER
6755,ITIH3
6756,DUOXA1
6757,RUNX2
6758,GNPNAT1
6759,CNGA4
6760,SDSL
6761,GCAT
6762,SCN3A
6763,FZD10
6764,MYSM1
6765,NUBPL
6766,OCA2
6767,HIST1H1A
6768,PRPF40B
6769,OBFC1
6770,SRF
6771,SCN4A
6772,ZBP1
6773,PCOLCE
6774,DTX2
6775,DNAH1
6776,BNIP2
6777,NAA25
6778,STMN1
6779,ARHGAP30
6780,CHCHD6
6781,ADAM30
6782,ADH5
6783,ACOT12
6784,SCN9A
6785,NDNL2
6786,DPF2
6787,ENSG00000258674
6788,TBCD
6789,ZP1
6790,GBE1
6791,CNGA2
6792,FKBP5
6793,LGALS3BP
6794,GADD45A
6795,GABRB2
6796,TRMT1
6797,SARDH
6798,ZP2
6799,MOGAT3
6800,PGK1
6801,ARHGEF10
6802,PVRL3
6803,FASTKD2
6804,STX3
6805,DNASE2
6806,AGL
6807,NR1H2
6808,MYBL2
6809,PSMG2
6810,BHMT2
6811,GP6
6812,ARHGAP12
6813,NOG
6814,DNAH3
6815,DAB2IP
6816,TNIP2
6817,IL1RAP
6818,PEX1
6819,MUT
6820,CACNG1
6821,GABRB1
6822,ANKS4B
6823,TIMM10B
6824,DGAT2
6825,ARSG
6826,ZNF71
6827,CIT
6828,RSPO3
6829,UBN1
6830,OR13G1
6831,ALDH1L2
6832,GNE
6833,POP5
6834,FBXL2
6835,ALAD
6836,PIWIL4
6837,DAD1
6838,PTPRA
6839,TARBP2
6840,TBCE
6841,ESCO2
6842,RGS7
6843,LPPR3
6844,SLC32A1
6845,NFU1
6846,SORD
6847,CSNK1G1
6848,ETS2
6849,CHCHD4
6850,GLS2
6851,SEPP1
6852,NME1-NME2
6853,SPIN1
6854,AMOTL1
6855,KCNJ16
6856,PRNP
6857,MTERF3
6858,ARHGEF38
6859,ADH1C
6860,CD38
6861,DENR
6862,DERL3
6863,FOXP3
6864,LPA
6865,BLOC1S2
6866,ZP4
6867,ACADL
6868,HENMT1
6869,CYTH2
6870,OR7G2
6871,SDR16C5
6872,PGAP2
6873,PIK3AP1
6874,CTSK
6875,SMC5
6876,GINS4
6877,HS6ST1
6878,FDX1L
6879,TRAF5
6880,SERPINA4
6881,C2orf47
6882,POP7
6883,ARSK
6884,ASMT
6885,TMEM11
6886,VPS29
6887,ACADSB
6888,G0S2
6889,STX8
6890,GSN
6891,CAV3
6892,NFIB
6893,FAH
6894,WIPI2
6895,PTPN22
6896,UNC5B
6897,KMO
6898,COQ7
6899,MST1
6900,KCNJ10
6901,CACNG6
6902,KCNJ12
6903,MICU1
6904,SAV1
6905,NFIA
6906,NAGS
6907,HIRA
6908,ADH1A
6909,CHAF1A
6910,MUL1
6911,HMGCLL1
6912,SPA17
6913,PHF10
6914,CCDC109B
6915,JAG2
6916,NME2
6917,RARRES2
6918,CTU1
6919,TRAPPC13
6920,NOP10
6921,TNFRSF21
6922,ZFAND6
6923,ATOX1
6924,MECR
6925,ERBB2IP
6926,COX7A1
6927,CER1
6928,CKAP2
6929,S100B
6930,LDHC
6931,CCDC114
6932,TRAPPC11
6933,ADAM20
6934,CHRD
6935,CTSW
6936,SLC24A5
6937,CHAT
6938,KCNJ3
6939,OR4D9
6940,HPD
6941,TRPC1
6942,DIO2
6943,TBC1D23
6944,IL17RB
6945,GPX4
6946,KPNA1
6947,PEX19
6948,USP15
6949,CRLS1
6950,PLIN2
6951,KLRK1
6952,OR5H1
6953,SH2D3C
6954,CLEC3B
6955,CASP5
6956,OGDHL
6957,OR5C1
6958,CPOX
6959,GPD2
6960,AP3S2
6961,RNF185
6962,DNAJC7
6963,PIGN
6964,TDRD1
6965,ASZ1
6966,RDH8
6967,IL23A
6968,CD9
6969,MMADHC
6970,GLRX5
6971,FAM3C
6972,FST
6973,ADCK4
6974,CABLES1
6975,RGS6
6976,ARSJ
6977,MCCC1
6978,HIST3H2BB
6979,MTHFR
6980,HYOU1
6981,MSL1
6982,PDZD11
6983,PORCN
6984,ARSF
6985,ADAM21
6986,MSH3
6987,TRPC6
6988,RALB
6989,TST
6990,RPS6KA6
6991,SH2D3A
6992,IMMT
6993,OR10AD1
6994,UBXN1
6995,OR1A2
6996,MYF5
6997,OVGP1
6998,ANKRD1
6999,ACSS3
7000,HMGA1
7001,MAT1A
7002,ARSH
7003,TEAD1
7004,SPRTN
7005,APOC1
7006,SUCLA2
7007,EPB41L3
7008,PYCR1
7009,ELOVL4
7010,MAF
7011,VARS2
7012,GSK3A
7013,POMT1
7014,DNAJC11
7015,TLR1
7016,PDGFA
7017,DNAJA1
7018,VIMP
7019,SULT1A1
7020,CSH1
7021,PPP1R3C
7022,VARS
7023,OR5AR1
7024,HOXA7
7025,TAPBP
7026,SMC6
7027,GJB6
7028,AKAP1
7029,GABRG3
7030,BAG2
7031,C8A
7032,UCKL1
7033,UGT1A4
7034,C9
7035,PHOSPHO1
7036,HIBADH
7037,TSTA3
7038,ASL
7039,DHCR24
7040,COQ5
7041,PFKFB1
7042,PGD
7043,CTSB
7044,LOC93432
7045,UCK2
7046,SH3PXD2A
7047,RGS11
7048,ISCA1
7049,RTCA
7050,OR51B4
7051,FADS1
7052,U2AF35
7053,TBCB
7054,GINS2
7055,OR6B3
7056,KHSRP
7057,SH2B2
7058,TGFBRAP1
7059,ADCK3
7060,SDS
7061,SLC27A1
7062,PPIF
7063,OR6T1
7064,OR4D1
7065,PLA2G4A
7066,ARSI
7067,CTGF
7068,MCCC2
7069,OR2D2
7070,OR2Y1
7071,GLYCTK
7072,MSN
7073,SUOX
7074,ACVR1B
7075,OR5V1
7076,PRRT2
7077,NR1D1
7078,OR13C4
7079,OR6A2
7080,OR7G1
7081,OR5A2
7082,OR6M1
7083,CRMP1
7084,DECR1
7085,NODAL
7086,OR2AJ1
7087,RASAL3
7088,MBOAT7
7089,OR1M1
7090,ABL2
7091,PTBP2
7092,HIPK2
7093,MINOS1
7094,ARSD
7095,OR7C1
7096,PARN
7097,DDX4
7098,NEUROG3
7099,OR2A4
7100,OR4F5
7101,OR6C70
7102,PLA2G10
7103,KCNQ2
7104,PRSS1
7105,WARS2
7106,F11
7107,UROS
7108,CAMK4
7109,OR52E5
7110,NPHP3
7111,RNF5
7112,TLR7
7113,MLC1
7114,TSC22D3
7115,OR2T33
7116,APOO
7117,C10orf2
7118,ECM1
7119,UST
7120,OR9G4
7121,RDH12
7122,PPAN
7123,OR2F1
7124,DPYSL3
7125,MAPK8IP3
7126,OR5T1
7127,MYH1
7128,NRF1
7129,ECHDC1
7130,OR10H2
7131,HMGCR
7132,FNTB
7133,L3MBTL2
7134,SZT2
7135,OR2V1
7136,MOGAT1
7137,OR5L1
7138,NNT
7139,EPB41L2
7140,DPYSL4
7141,OR10D3
7142,OR2A7
7143,OR1D2
7144,MMP10
7145,SCN7A
7146,AMOTL2
7147,OR1E1
7148,SUMF1
7149,SREBF1
7150,OR5D18
7151,NADSYN1
7152,PGK2
7153,STK38L
7154,MAG
7155,SIRT2
7156,URM1
7157,HMBS
7158,OR2Z1
7159,CHRNA3
7160,OR2L13
7161,OR13C3
7162,HPSE2
7163,OR8D2
7164,LSM10
7165,OR4D6
7166,CIAPIN1
7167,FUK
7168,CTU2
7169,CPA1
7170,OR10T2
7171,INHBB
7172,TBCC
7173,MICU2
7174,UPP2
7175,DIABLO
7176,VPS16
7177,GZMB
7178,RASAL1
7179,OR5AU1
7180,OR6C75
7181,TDRD12
7182,VPS18
7183,C11orf49
7184,STARD3NL
7185,KCNJ4
7186,OR56B1
7187,OR51A2
7188,TWIST1
7189,DNAJA4
7190,NFIX
7191,HBE1
7192,NADK
7193,ME3
7194,PTRH2
7195,PLXNC1
7196,OR52E4
7197,OR6C1
7198,OR7A10
7199,KLF4
7200,CFB
7201,KCNMB4
7202,TM6SF1
7203,FRAT1
7204,OR2T3
7205,OR6C4
7206,OR4C16
7207,ENSG00000249209
7208,ILF3
7209,OR13H1
7210,OR6X1
7211,OR8G5
7212,MAPKAP1
7213,OR14J1
7214,TFF3
7215,LDHAL6B
7216,CFC1
7217,HOXA5
7218,CREM
7219,FER
7220,OR2AG1
7221,C19orf70
7222,OR5F1
7223,OR2M4
7224,OR10Q1
7225,EPB41L5
7226,S100A12
7227,ALG13
7228,ZP3
7229,OR4C11
7230,OR5D13
7231,OR4K2
7232,TBC1D1
7233,OR10K1
7234,FARP2
7235,ST13
7236,OR10G4
7237,SCN11A
7238,RASAL2
7239,ISCA2
7240,CEL
7241,GAMT
7242,OXCT1
7243,OR10J3
7244,OR2M7
7245,BPTF
7246,MICU3
7247,PRDX1
7248,GNPTAB
7249,OR51G1
7250,ZFYVE9
7251,EBI3
7252,DPYSL5
7253,MSL2
7254,OR8B8
7255,COASY
7256,PGAM4
7257,DBH
7258,SELT
7259,OR13F1
7260,ABHD5
7261,OR52D1
7262,AP5B1
7263,OR2M5
7264,OR51V1
7265,OR2A12
7266,OR5D16
7267,OR10H4
7268,OR2AE1
7269,OR1B1
7270,SMN2
7271,RLBP1
7272,CSF1R
7273,OR6K6
7274,F9
7275,HS2ST1
7276,CREB3
7277,TOX2
7278,OR51I1
7279,OR6N1
7280,OR7E24
7281,OR8U1
7282,OR6C74
7283,OR7D2
7284,BGLAP
7285,MALSU1
7286,MVK
7287,ARSE
7288,SLMAP
7289,DNM1L
7290,LGR5
7291,OR8D4
7292,OR10J1
7293,GMDS
7294,TARS2
7295,STRN4
7296,UROD
7297,STARD6
7298,OR10G9
7299,OR52K1
7300,OR5R1
7301,TM7SF2
7302,DDX51
7303,TRMT6
7304,OR4A16
7305,OR51Q1
7306,OR8G1
7307,OR4B1
7308,RTN4
7309,CFH
7310,OR6F1
7311,OR2T5
7312,ARFGEF2
7313,TAX1BP3
7314,OR2L3
7315,OR10R2
7316,FAF1
7317,ALG14
7318,DIMT1
7319,G6PC
7320,OR5J2
7321,OR2A14
7322,OR2T8
7323,TEAD4
7324,PPP1R14A
7325,OR4C6
7326,OR52H1
7327,OR8K1
7328,CLNS1A
7329,OR6Q1
7330,OR5H6
7331,OR2T29
7332,SCN1A
7333,IFNGR2
7334,SH3BP2
7335,SYT5
7336,OR4C15
7337,WWC1
7338,OR5B3
7339,C7
7340,OR56A1
7341,RABEPK
7342,OR51M1
7343,OR1L3
7344,OR2H2
7345,ERC1
7346,EXT1
7347,BBS12
7348,USP18
7349,STK24
7350,PITX2
7351,INPP1
7352,STARD3
7353,OR8H2
7354,CHRNB2
7355,OR11A1
7356,AHCYL1
7357,OR1L6
7358,NPRL2
7359,CHST12
7360,SFTPA1
7361,DIS3L
7362,XDH
7363,SERPINA5
7364,H2AFY2
7365,RASA2
7366,OR52E6
7367,XPO5
7368,MATK
7369,OR10P1
7370,OR1J4
7371,NF2
7372,TRAT1
7373,OR4K1
7374,CTSV
7375,OR2AK2
7376,SUGT1
7377,KCNJ9
7378,HEYL
7379,OR51G2
7380,OR10A7
7381,AACS
7382,OR1F1
7383,MYH13
7384,OR52N2
7385,OR52M1
7386,LOXL1
7387,OR1G1
7388,ADH4
7389,RASA4
7390,MYOG
7391,ADPRM
7392,CDKN3
7393,OR10S1
7394,GUCA1A
7395,OR14C36
7396,OR51T1
7397,PI4K2B
7398,OR5M11
7399,TBCA
7400,OR10A4
7401,IL23R
7402,OR3A2
7403,OR51B6
7404,OR6B1
7405,RSPO1
7406,SYNCRIP
7407,EPM2A
7408,HBD
7409,DFFB
7410,DKK1
7411,OR4C46
7412,OR5B2
7413,BAG1
7414,FDX1
7415,ZNF420
7416,OR5B12
7417,OR1A1
7418,RANBP9
7419,OR4E2
7420,DEPDC5
7421,RGS1
7422,OR8K5
7423,OR5AK2
7424,OR5W2
7425,OR52J3
7426,OR4K15
7427,CYP7B1
7428,AKAP3
7429,PCYT1A
7430,ACHE
7431,OR2A5
7432,OR5P3
7433,OR5M1
7434,PPP2R2B
7435,OR2K2
7436,OR5P2
7437,OR2L5
7438,NUTF2
7439,ZNF350
7440,OR1L1
7441,UCK1
7442,PCK2
7443,GRHL1
7444,OR6K2
7445,CHRNA4
7446,EFEMP1
7447,PIWIL1
7448,NMNAT3
7449,OR6N2
7450,FKBP8
7451,OR10A3
7452,ENSG00000086848
7453,OR52N1
7454,OR4M1
7455,OR4F17
7456,OR11H6
7457,OR13D1
7458,SCN8A
7459,LMO1
7460,MBL2
7461,SELO
7462,NAA20
7463,DNAJC2
7464,OR14K1
7465,OR13C2
7466,OR11H1
7467,GALT
7468,POP1
7469,POMT2
7470,OR2AT4
7471,OR2F2
7472,GNMT
7473,OR5T3
7474,DPYD
7475,OR4D11
7476,OR52A1
7477,NR0B2
7478,CMPK1
7479,OR6C65
7480,C1QB
7481,OR4F4
7482,TXK
7483,IL18R1
7484,OR1C1
7485,LRRK2
7486,OR52E2
7487,OR2C1
7488,OR2M2
7489,ABCB4
7490,NIPBL
7491,GCH1
7492,RASA3
7493,NSMCE1
7494,FABP7
7495,NMNAT1
7496,OR1N2
7497,CASZ1
7498,OR7D4
7499,OR10X1
7500,OR7G3
7501,OR51L1
7502,OR4C12
7503,LIF
7504,OR56A4
7505,KCNJ5
7506,OR2H1
7507,OR8B2
7508,OR10Z1
7509,OR6J1
7510,OR8D1
7511,OR6C2
7512,HMGB2
7513,OR51E2
7514,NADK2
7515,F12
7516,TPK1
7517,OR2B6
7518,SYNGAP1
7519,LIFR
7520,GATB
7521,TBC1D4
7522,XYLB
7523,AADAT
7524,KCNN4
7525,STARD4
7526,SLC45A2
7527,OR10A2
7528,OR2J2
7529,OR5AS1
7530,OR6Y1
7531,OR51F1
7532,EDC3
7533,LOXL3
7534,OR9A2
7535,OR5K3
7536,OR10G8
7537,OR4P4
7538,PPID
7539,MLX
7540,DIO1
7541,OR1S1
7542,PLA2G15
7543,KCNJ15
7544,DNAJB6
7545,OR8H3
7546,OR2AP1
7547,OR8B3
7548,PLIN3
7549,OR1L8
7550,OR6K3
7551,OR10G6
7552,LMO2
7553,OR4N2
7554,SUMF2
7555,OR2D3
7556,OR4C5
7557,OR9I1
7558,OR51D1
7559,DAAM1
7560,OR1J2
7561,OR4C13
7562,PCYT1B
7563,OR10A6
7564,BOLA3
7565,TDO2
7566,NRL
7567,WNK4
7568,ZFP36
7569,RCC1
7570,KCND3
7571,OR8J3
7572,SFRP1
7573,OR2G6
7574,CHST2
7575,FLT3
7576,LOX
7577,MAFG
7578,LPCAT2
7579,OR2T6
7580,SMN1
7581,KCNJ6
7582,OR4A5
7583,OR8H1
7584,PRPF39
7585,GINS1
7586,XPO6
7587,OR2J3
7588,OR11H4
7589,OR10C1
7590,OR10AG1
7591,MAT2A
7592,OR3A3
7593,PSPH
7594,C8B
7595,ENSG00000262660
7596,OR4C3
7597,OR4F15
7598,OR6S1
7599,USP49
7600,RSPO2
7601,IL7
7602,ALKBH7
7603,PNLIP
7604,OR2G3
7605,OR56B4
7606,IFI44
7607,OR2M3
7608,OR3A1
7609,AP5Z1
7610,PTPRF
7611,OR5T2
7612,OR10A5
7613,STK25
7614,H3F3C
7615,IPO4
7616,OR4K5
7617,OR13C5
7618,OR5A1
7619,OR10V1
7620,KHK
7621,OR10H5
7622,OR6C68
7623,CHRNG
7624,OR14A2
7625,CPS1
7626,DRG2
7627,SH2D1B
7628,OR2W1
7629,OR9G1
7630,OR5H14
7631,OR5AP2
7632,RASSF5
7633,SIK1
7634,OR51H1P
7635,OR51B2
7636,HS3ST3A1
7637,OR2B2
7638,ADI1
7639,FAM160A1
7640,CFAP61
7641,BAG5
7642,LIN28A
7643,OR5M10
7644,OR8J1
7645,OR13C8
7646,OR10G3
7647,OR13C9
7648,HS3ST4
7649,OR4D2
7650,USH1G
7651,OR4D5
7652,PDK1
7653,FBLN1
7654,OR5H15
7655,OR7A17
7656,THPO
7657,AHCY
7658,VPS26A
7659,C1QA
7660,OR13J1
7661,PCBD1
7662,OR5K4
7663,UGT1A7
7664,POLG2
7665,OR4D10
7666,LHX4
7667,LRPPRC
7668,PPP4C
7669,OR4A47
7670,OR8B4
7671,OR52E8
7672,OR10G2
7673,PDK2
7674,OR12D3
7675,NME5
7676,POR
7677,OR2V2
7678,LOXL2
7679,OR2T35
7680,TK2
7681,OR52B2
7682,POMP
7683,USF1
7684,OR5AN1
7685,OR2L8
7686,OR4N5
7687,CDH23
7688,GLCE
7689,OR56A5
7690,CNTN1
7691,OR14A16
7692,OR52B6
7693,OR1D5
7694,OR2C3
7695,OR10K2
7696,IL22RA1
7697,OR1I1
7698,OR52W1
7699,NPRL3
7700,TPO
7701,OR52N5
7702,C6
7703,OR4X1
7704,OR5K1
7705,HIST2H2AA
7706,RBP4
7707,OR11L1
7708,OR1K1
7709,OR1E2
7710,KCNB1
7711,AKR1C4
7712,IGFALS
7713,SERPINE2
7714,OR4F6
7715,OR5M3
7716,LOXL4
7717,OR10H3
7718,PGAP1
7719,NUBP1
7720,PPOX
7721,BUD13
7722,OR2T7
7723,OR2B3
7724,URI1
7725,POMGNT1
7726,ZFP36L1
7727,OR2T10
7728,OR10H1
7729,RSPO4
7730,OR2S2
7731,PCBD2
7732,OR51E1
7733,OR52R1
7734,CLIP3
7735,EVL
7736,CRX
7737,NDST2
7738,EDA2R
7739,OR8A1
7740,ATP5EP2
7741,AP4M1
7742,OR5B17
7743,FUNDC1
7744,MYF6
7745,CCNB3
7746,OR1L4
7747,OR2T27
7748,MST1R
7749,OR8K3
7750,RBKS
7751,TAX1BP1
7752,OR5H2
7753,OTUB1
7754,SAT1
7755,OR6C6
7756,OR2AG2
7757,OR1N1
7758,HS6ST3
7759,OR2B11
7760,LGR4
7761,BCCIP
7762,TXNRD2
7763,ASPH
7764,HYLS1
7765,OR2L2
7766,IDH3B
7767,OR10G7
7768,OR9Q1
7769,HS3ST1
7770,OR6V1
7771,CAB39L
7772,FKTN
7773,OR51B5
7774,OR2T34
7775,BBC3
7776,OR51I2
7777,OR52I1
7778,LPIN1
7779,VPS11
7780,NANP
7781,NPHS2
7782,COX10
7783,ENOPH1
7784,OR4K14
7785,RP2
7786,UNC119B
7787,SUPV3L1
7788,OR2T1
7789,LDHAL6A
7790,OR1S2
7791,OR2T12
7792,AMBP
7793,OR51F2
7794,PPIA
7795,OR5L2
7796,OR5M8
7797,AANAT
7798,PVRL2
7799,OR7A5
7800,OR2A25
7801,OR11H2
7802,OR10J5
7803,OR51A7
7804,OR5D14
7805,CETP
7806,GPR161
7807,GATA6
7808,OR5K2
7809,MASP1
7810,DUSP8
7811,SULT1A2
7812,PDPR
7813,LGR6
7814,TM6SF2
7815,UBXN6
7816,HS3ST2
7817,ACSF3
7818,NR2E3
7819,FRAT2
7820,IL27RA
7821,HES5
7822,KCNC2
7823,HTR3A
7824,RHOBTB3
7825,TFAP2E
7826,NSMCE2
7827,NRP2
7828,THRB
7829,CD244
7830,TRMT10A
7831,SGK2
7832,SET
7833,OR9K2
7834,FCGR2B
7835,USP16
7836,PTPRS
7837,EIF2D
7838,AKR1C2
7839,SFTPA2
7840,OR4K13
7841,OR8S1
7842,OR7C2
7843,DNAJA2
7844,PITRM1
7845,OR2T4
7846,ALKBH6
7847,BRAP
7848,SEPT5
7849,BAG3
7850,C12orf5
7851,OR56A3
7852,OR4Q3
7853,POP4
7854,OR4X2
7855,OR6B2
7856,MAFF
7857,OR4L1
7858,UQCRHL
7859,ZFC3H1
7860,MON1B
7861,AP4S1
7862,CTTNBP2NL
7863,PRDM14
7864,OR5I1
7865,OR4S2
7866,TGIF1
7867,B3GALNT1
7868,PELI1
7869,GLRX3
7870,CHST15
7871,NPL
7872,EPS8
7873,OR1Q1
7874,AP5S1
7875,SETDB1
7876,OR8B12
7877,NHLRC1
7878,SLC25A5
7879,RYR2
7880,DR1
7881,NCF4
7882,OR4A15
7883,OR6C3
7884,OR51J1
7885,OR9A4
7886,PYCRL
7887,PLCE1
7888,HOXB7
7889,RRAS2
7890,TBPL2
7891,WRAP53
7892,PPP2R2D
7893,L3MBTL1
7894,C1QBP
7895,SSX2IP
7896,OR2T11
7897,CHST13
7898,OR10W1
7899,OR5M9
7900,OR52K2
7901,FSCN1
7902,SNX1
7903,UNC5A
7904,MRAS
7905,CACNA1A
7906,COX15
7907,CYTH3
7908,UVRAG
7909,KIDINS220
7910,RGS9BP
7911,PLN
7912,OR5AC2
7913,CNTN2
7914,OR11G2
7915,DDIT3
7916,MYO10
7917,KCND1
7918,FBLN2
7919,NR4A1
7920,OR1J1
7921,OR12D2
7922,OR2G2
7923,OR52N4
7924,IL15RA
7925,IMPAD1
7926,RFFL
7927,OR8I2
7928,OR4K17
7929,CYS1
7930,OR4S1
7931,TLR6
7932,OR13A1
7933,UPP1
7934,LSM1
7935,ONECUT1
7936,BLOC1S1
7937,VPS33A
7938,CHST7
7939,TOR1A
7940,BCL2A1
7941,PMS2
7942,TAL1
7943,TUSC3
7944,CACNG5
7945,LIMS1
7946,OR4F21
7947,CHRAC1
7948,TFB2M
7949,GINS3
7950,BCAT1
7951,PGM3
7952,P2RX7
7953,RASGRP1
7954,OR14I1
7955,OR9Q2
7956,MYO15A
7957,TOB1
7958,POLR2J3
7959,NMRK2
7960,UGT1A3
7961,PARK7
7962,NR2F1
7963,NAGK
7964,OR51S1
7965,TOP2B
7966,NPC1
7967,FSCB
7968,RMDN3
7969,OR51A4
7970,NR1H4
7971,LSG1
7972,FKRP
7973,SFTPD
7974,DENND6A
7975,OR2A2
7976,SH2D2A
7977,CHRNB3
7978,ARG2
7979,ADD2
7980,OR6C76
7981,OR52L1
7982,IL20RA
7983,INPP5J
7984,CHRNA9
7985,SFPQ
7986,SIK3
7987,MON1A
7988,NFE2
7989,CES1
7990,NMNAT2
7991,LAG3
7992,MIEN1
7993,CUL9
7994,GK2
7995,NUS1
7996,MON2
7997,ADD3
7998,TNFRSF25
7999,CCDC8
8000,ZNF14
8001,SCAP
8002,B3GALT1
8003,CHRNA6
8004,OR52I2
8005,KCNS3
8006,IL27
8007,JMY
8008,HS3ST5
8009,INADL
8010,PTPN3
8011,DNAH6
8012,KCNG2
8013,PIG6
8014,EFEMP2
8015,OR5B21
8016,EIF3CL
8017,NDST1
8018,PLXNB3
8019,TP53BP2
8020,IMPA1
8021,TREML2
8022,CIC
8023,CHST11
8024,ELN
8025,KLRC1
8026,SRM
8027,RPE
8028,TTL
8029,YEATS2
8030,AASS
8031,OR6P1
8032,OR2W3
8033,WDR24
8034,HS6ST2
8035,TGFBR3
8036,ROR1
8037,ANLN
8038,CDK14
8039,SEMA3E
8040,GLRB
8041,EXT2
8042,SGCA
8043,SEPT6
8044,OPLAH
8045,ASAP2
8046,COX6B2
8047,PARVA
8048,PARD6B
8049,CSGALNACT2
8050,RALGDS
8051,FARSA
8052,TFAP2D
